,Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
0,54353,Caribbean,2020-11-26,2020,Nov,2,13,15,3,1,4,1,Presumed drowning,"Off the coast of Punta del Coco, Lagunas de NisibÃ³n, HigÃ¼ey, Dominican Republic","Bavaro Digital, Informado","19.095626250191, -69.591168297656",Dominican Republic to Puerto Rico,"https://archive.vn/wno1A, https://archive.vn/XuBjC, https://archive.vn/eR7xu",Uncategorized,3
1,54344,North Africa,2020-11-24,2020,Nov,1,0,1,51,1,1,1,Unknown,"On board of a boat rescued by Salvamento MarÃ­timo en route to the Canary Islands, Spain.","rtve, AFP","27.355587205826, -16.497294462500",Western African,"https://archive.vn/MaGcf, https://archive.vn/ruKgw",Uncategorized,3
2,54347,North Africa,2020-11-24,2020,Nov,8,0,8,28,1,8,1,Presumed drowning (beaten and thrown into river),"Bodies washed up to the coast of Lanzarote, Canary Islands, Spain. Shipwreck occurred off the coast of Orzola. - Departure from Agadir, Morocco, two or three days before. ","EuropaPress, rtve, El Pais, Diario de Avisos","29.229976356699, -13.421058505078",Western African,"https://archive.vn/RItNa, https://archive.vn/MaGcf, https://archive.vn/q0nma, https://archive.ph/6GBPF",Uncategorized,3
3,54326,Mediterranean,2020-11-23,2020,Nov,1,0,1,13,1,1,1,Presumed drowning,"Body found on beach in northwestern Rhodes, Greece","Reuters, Associated Press","36.465524782991, 28.231215810156",Eastern Mediterranean,"https://archive.ph/537Jn, https://archive.ph/VkMx5",Uncategorized,3
4,54327,US-Mexico Border,2020-11-21,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Remains found buried close to the Rio Bravo at Guerrero, Coahuila, Mexico - presumed date of death 6 months before",ZÃ³calo,"28.350894379517, -100.321731086330",Unknown,"https://archive.vn/wQPtX, https://archive.vn/hcHsO",Central America,1
5,54324,Mediterranean,2020-11-18,2020,Nov,2,0,2,1,1,1,1,Presumed drowning,"Bodies washed ashore at Zawiya, Al-Harsha, Libya",IOM Libya,"32.763960300000, 12.673300900000",Central Mediterranean,Unknown,Uncategorized,4
6,54336,US-Mexico Border,2020-11-16,2020,Nov,1,0,1,1,1,1,1,Accident,"On the train tracks between Medias Aguas and Tierra Blanca, Jesus Carranza Municipality, Veracruz, Mexico",Diario del Itsmo,"17.437372800000, -95.031802200000",Unknown,https://archive.ph/G99p4,Central America,1
7,54318,Sub-Saharan Africa,2020-11-15,2020,Nov,5,30,35,66,1,1,1,Presumed drowning,"Shipwreck off the coast of Sal, Cape Verde (boat departed from Mbour, Senegal) - bodies washed ashore in the upcoming days","IOM Cape Verde, Infomigrants","16.734506150095, -22.845940148047",Western African,https://archive.vn/QnthV,Uncategorized,4
8,54309,Middle East,2020-11-13,2020,Nov,2,0,2,29,1,1,1,Vehicle  accident,"Tusba district, Van province, Turkey","Daily Sabah, TRT Haber","38.501208500000, 43.372979300000",Unknown,"https://archive.vn/k5QtQ, https://bit.ly/3kJSgiS",Western Asia,3
9,54305,Mediterranean,2020-11-13,2020,Nov,2,0,2,199,1,1,1,Unknown,"Boat intercepted at 33 18 N 012 44 E, off the coast of Libya",IOM Libya,"33.323270277016, 12.436419010937",Central Mediterranean,Unknown,Uncategorized,4
10,54346,US-Mexico Border,2020-11-13,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Rio Bravo at Matamoros, Tamaulipas, Mexico",El Manana,"25.878862936717, -97.496214467676",Unknown,https://archive.vn/rHStw,Central America,1
11,54296,Mediterranean,2020-11-12,2020,Nov,1,0,1,1,1,1,1,Drowning,On board of the Open Arms - he was rescued the day before around 70 miles off the coast of Libya,Open arms,"32.604517081940, 16.349424750000",Central Mediterranean,"https://archive.vn/bHdDR, https://archive.vn/kX6RI",Uncategorized,4
12,54303,Mediterranean,2020-11-12,2020,Nov,1,20,20,3,1,1,1,Presumed drowning,"Off the coast of Surman, Azzawaya, Libya - last know position 33.483, 12.683 - departed from Zuwara on 09.11 around 4:00 AM. ","IOM Libya, MSF, Alarm Phone","33.058226162090, 12.144145714258",Central Mediterranean,"https://archive.vn/iNpBq, https://archive.vn/734p8",Uncategorized,4
13,54308,Sub-Saharan Africa,2020-11-12,2020,Nov,15,0,15,1,1,1,1,Presumed drowning,"Bodies recovered from the sea by different boats and brought to Dakar, Senegal.",PressAfrik,"14.716677000000, -17.467686100000",Western African,https://archive.vn/uoOYP,Uncategorized,1
14,54304,Mediterranean,2020-11-12,2020,Nov,57,18,75,48,3,1,1,Presumed drowning,"Off the coast of Al Khums, Libya (rescued by fishermen, boat departed from Al Khums on 11 November at 21:00) and bodies washed ashore at Al Khums, Libya in following days",IOM Libya,"32.722610732549, 14.331756932227",Central Mediterranean,https://archive.vn/kecFc,Uncategorized,4
15,54307,Sub-Saharan Africa,2020-11-11,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Body recovered from the sea off the coast of SoumbÃ©dioune, Dakar, Senegal",PressAfrik,"14.677686300000, -17.458369300000",Western African,https://archive.vn/5esUy,Uncategorized,1
16,54298,Central America,2020-11-11,2020,Nov,1,0,1,1,1,1,1,Murdered,"Abasolo st., Yuriria, Guanajuato, Mexico",PeriÃ³dico Correo,"20.209429000000, -101.126289400000",Unknown,https://archive.vn/hRxKS,Central America,1
17,54297,Mediterranean,2020-11-11,2020,Nov,5,0,5,1,2,3,1,Drowning,"Recovered from sea during SAR operation executed by Open Arms at 33Âº22,97'N 012Âº23,91'E",Open Arms,"33.121293119781, 16.261534125000",Central Mediterranean,"https://archive.vn/vlxAj, https://archive.vn/Cf9bw",Uncategorized,4
18,54289,Mediterranean,2020-11-10,2020,Nov,1,13,14,11,3,11,1,Presumed drowning,Unspecified location off the coast of Libya - boat departed from Zwara on 09.11.2020,IOM Libya,"33.092748731085, 12.143459068750",Central Mediterranean,Unknown,Uncategorized,4
19,54283,Mediterranean,2020-11-08,2020,Nov,1,0,1,24,1,1,1,Drowning,"Off the coast of Samos, Greece",Hellenic Coast Guard via IOM Greece,"37.774327098356, 27.080766926172",Eastern Mediterranean,Unknown,Uncategorized,5
20,54288,Central America,2020-11-08,2020,Nov,1,0,1,1,1,1,1,Fire,"Close to the train tracks, Avantram neighborhood, San Luis PotosÃ­, San Luis PotosÃ­, Mexico","El Universal, Zona Potosina","22.156469900000, -100.985540900000",Unknown,"https://archive.vn/pVRbk, https://archive.vn/Zmz5O",Central America,3
21,54282,US-Mexico Border,2020-11-06,2020,Nov,1,0,1,1,1,1,1,Accident,"In a trauma center in Palm Springs, California - after being run over on an undetermined road in Calexico, California, USA.",US Border Patrol,"33.830296100000, -116.545292100000",Unknown,https://archive.vn/zMgDR,Northern America,5
22,54275,Mediterranean,2020-11-05,2020,Nov,1,14,14,1,4,8,2,Presumed drowning,Unspecified location in the Alboran Sea,"Helena Maleno, Caminando Fronteras","36.214401400000, -3.419552700000",Western Mediterranean,https://archive.vn/66X3o,Uncategorized,4
23,54284,Europe,2020-11-05,2020,Nov,1,0,1,1,1,1,1,Unknown,"On Adema BuÄe Street, Novi Grad Municipality, Sarajevo, Bosnia and Herzegovina",Faktor,"43.858537000000, 18.353742300000",Western Balkans,https://archive.vn/GPJkn,Southern Europe,1
24,54277,North Africa,2020-11-04,2020,Nov,1,0,1,71,1,1,1,Unknown,"Body found onboard a boat rescued south of Tenerife, Canary Islands, Spain - disembarked at Los Cristianos Port","EFE Canarias, AP","27.241688314810, -16.684062040625",Western African,"https://archive.vn/g0QYt, https://archive.vn/GcQSz",Uncategorized,3
25,54276,Mediterranean,2020-11-04,2020,Nov,4,0,4,1,1,1,1,Drowning,"In a sewage canal at the port station of Beni Ensar, Nador, Morocco, trying to cross to Melilla","InfoMigrants, Morocco World News","35.265300700000, -2.932191100000",Western Mediterranean,"https://archive.vn/k8bZD, https://archive.vn/n5VKZ",Northern Africa,3
26,54287,Mediterranean,2020-11-03,2020,Nov,1,0,1,1,1,1,1,Pressumed drowning,"Body seen at the coast of Lampedusa, Italy - presumably, the death happened days or weeks before",Mediterraneo Cronaca,"35.508621800000, 12.592920000000",Central Mediterranean,https://archive.vn/RXdeJ,Uncategorized,1
27,54320,Mediterranean,2020-11-03,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Body recovered from the sea off the coast of Torre Gavina, Formentera, Spain",Diario de Ibiza,"38.719172524100, 1.368498289844",Western Mediterranean,https://archive.vn/9udzI,Uncategorized,1
28,54354,Europe,2020-11-03,2020,Nov,2,0,2,1,1,1,1,Drowning,"Drina River, close to Äelopek, Zvornik, Bosnia and Herzegovina",IOM Bosnia and Herzegovina,"44.447693252021, 19.147111480518",Western Balkans,Unknown,Southern Europe,4
29,54345,US-Mexico Border,2020-11-02,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Rio Bravo at CongregaciÃ³n Venecia, DÃ­az Ordaz, Tamaulipas, Mexico",Agencia Informativa VMC,"26.233720453349, -98.579577578760",Unknown,https://archive.vn/hrvDj,Central America,1
30,54293,US-Mexico Border,2020-11-02,2020,Nov,1,0,1,1,1,1,1,Drowning,"Rio Bravo, Poblado Venecia, Gustavo Diaz Ordaz, Tamaulipas, Mexico",La Prensa,"26.235672366194, -98.580752379346",Unknown,https://archive.ph/pr0VK,Central America,1
31,54286,North Africa,2020-11-02,2020,Nov,1,0,1,67,1,1,1,Unknown,"Body recovered during a rescue operation by the MSC Athos (coordinated by Salvamento MarÃ­timo) 280km southwest of the Canary Islands, Spain","Tiempo de Canarias, Txema Santana","25.668017936620, -18.738505400000",Western African,"https://archive.vn/oFVaN, https://archive.vn/Z2i35",Uncategorized,3
32,54319,Mediterranean,2020-11-02,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Body recovered from the sea off the coast of Cala Tarida, Ibiza, Spain",Diario de Ibiza,"38.944350005140, 1.218333434766",Western Mediterranean,https://archive.vn/9udzI,Uncategorized,1
33,54273,Sub-Saharan Africa,2020-11-01,2020,Nov,2,0,2,119,1,1,1,Unknown,"Nouadhibou, Mauritania - after being rescued at sea - boat departed from Mbour, Senegal on 11 October 2020",IOM Mauritania,"20.942517900000, -17.036227200000",Western African,Unknown,Uncategorized,4
34,54266,Mediterranean,2020-11-01,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Body washed ashore at Sidi Abdelkader Beach, 80 km east of Mostaganem, Algeria",EL Watan,"36.686534000000, 2.784928200000",Central Mediterranean,https://archive.vn/tli1K,Uncategorized,1
35,54292,South America,2020-11-01,2020,Nov,1,0,1,1,1,1,1,Presumed hypothermia,"Colchane Town, Tamarugal Province, TarapacÃ¡ Region, Chile",Tal cual digital,"-19.276139300000, -68.638804900000",Unknown,https://archive.ph/Tch0K,South America,1
36,54267,Mediterranean,2020-11-01,2020,Nov,1,0,1,1,1,1,1,Presumed drowning,"Body washed ashore at Petit port, 50 km east of La Wilaya, Mostaganem, Algeria",EL Watan,"35.965609419330, 0.091628045508",Central Mediterranean,https://archive.vn/tli1K,Uncategorized,1
37,54272,Sub-Saharan Africa,2020-10-31,2020,Oct,1,0,1,19,1,1,1,Unknown,"Died in police custody upon arrival in Le Ksar commissariat, Nouakchott, Mauritania. Boat disembarked at Parc National du Banc dâArguin, Mauritania.",IOM Mauritania,"18.073529900000, -15.958237200000",Western African,Unknown,Uncategorized,4
38,54252,Mediterranean,2020-10-31,2020,Oct,6,4,10,1,1,9,1,Pressumed drowning,"Boat capsized at an unspecified location off of Libya and bodies washed ashore at Bani Jawed, Libya - Presumably it departed from Benghazi, Libya on 30 September 2020 .","Alarm Phone, IOM Libya","33.284247945049, 19.998900275000",Central Mediterranean,Unknown,Uncategorized,4
39,54271,North Africa,2020-10-30,2020,Oct,1,0,1,81,1,1,1,Unknown,"Body found onboard a boat that arrived to Los Cristianos port, Tenerife, Canary Islands, Spain",20 minutos,"28.049274000000, -16.718653000000",Western African,https://archive.vn/ilxXO,Uncategorized,1
40,54270,Sub-Saharan Africa,2020-10-30,2020,Oct,1,0,1,1,1,1,1,Unknown,"Died in police custody en route to Nouakchott, Mauritania. Boat disembarked at Parc National du Banc dâArguin, Mauritania.",IOM Mauritania,"18.073529900000, -15.958237200000",Western African,Unknown,Uncategorized,4
41,54348,Mediterranean,2020-10-30,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Body washed ashore at Azzawyia, Libya",IOM Libya,"32.811525179366, 12.722063542187",Central Mediterranean,Unknown,Uncategorized,4
42,54260,Central America,2020-10-29,2020,Oct,1,0,1,1,1,1,1,Accident,"San Antonio Soledad, Puebla, Mexico",El Sol de Puebla,"18.784166500000, -97.406388800000",Unknown,https://archive.vn/Us3In,Central America,1
43,54251,Sub-Saharan Africa,2020-10-29,2020,Oct,2,48,50,25,1,50,1,Unknown,"Off the coast of Nouadhibou, Mauritania - Departed from Mbour, Senegal on 11 October 2020",IOM Mauritania,"20.905318731220, -16.953829739062",Western African,Unknown,Uncategorized,4
44,54269,Sub-Saharan Africa,2020-10-29,2020,Oct,2,0,2,61,1,1,1,Unknown,"Died in hospital in Nouadhibou, Mauritania after disembarkation from attempted crossing to Canary Islands",IOM Mauritania,"20.942517900000, -17.036227200000",Western African,Unknown,Uncategorized,4
45,54274,Sub-Saharan Africa,2020-10-29,2020,Oct,38,0,38,32,1,1,1,Drowning,"Off the coast of Palma, Cabo Delgado, Mozambique",IOM Mozambique,"-10.766277103874, 40.559689942969",Unknown,https://archive.vn/Hxcj3,Uncategorized,4
46,54332,South America,2020-10-28,2020,Oct,1,0,1,1,1,1,1,Unknown,"""Trocha La Playita"", Villa del Rosario, Cucuta, Colombia near International Bridge Simon Bolivar",Alerta Santanderes ,"7.843787900000, -72.469689700000",Unknown,https://archive.ph/2kYeW,South America,1
47,54291,South America,2020-10-28,2020,Oct,2,0,2,1,1,2,1,Tortured and shot,"Municipality of Puerto Santander, Norte de Santander Department, Cucuta, Colombia",Noticias al dia y a la hora,"8.361323000000, -72.408389000000",Unknown,https://archive.ph/tOvhp,South America,1
48,54244,Europe,2020-10-27,2020,Oct,4,3,7,14,2,5,3,Drowning,"In the English Channel, close to Dunkirk, Dunkerque, France","BBC, Le Parisien, AFP, Euronews","51.174921425325, 2.093191705273",Calais to United Kingdom,"https://archive.vn/yIHc8, https://archive.vn/VLXMV, https://bit.ly/34xUHjM, https://archive.vn/B1OMp, https://archive.vn/I1x3Q",Uncategorized,3
49,54250,Sub-Saharan Africa,2020-10-27,2020,Oct,2,0,2,159,1,2,1,Unknown,"Off the coast of TafarÃ®t, Mauritania - Departed from Mbour, Senegal on 19 October 2020",Garde CÃ´tes Mauritanienne via IOM Mauritania,"17.905430736224, -16.050922331250",Western African,Unknown,Uncategorized,5
50,54321,North Africa,2020-10-26,2020,Oct,1,12,12,1,2,1,2,Pressumed drowning,25km off the coast of Morocco,"HÃ©roes del Mar, Espiral 21","28.060361965928, -12.717620000000",Western African,"https://archive.vn/wPcww, https://archive.vn/bOb0E",Uncategorized,4
51,54268,Sub-Saharan Africa,2020-10-26,2020,Oct,2,0,2,1,1,1,1,Unknown,"Bodies found onboard a boat upon return to Parc National du Banc dâArguin, Mauritania",IOM Mauritania,"20.600000000000, -16.450000000000",Western African,Unknown,Uncategorized,4
52,54316,North Africa,2020-10-25,2020,Oct,1,1,2,57,1,1,1,Presumed drowning,"Boat capsized off the coast of Ain Beida, 180 KM south of Dakhla, Morocco","Dakhla Now, Ahdat Dakhla, Al Masdare","31.567669682644, -10.555969078125",Western African,"https://archive.vn/B4sVI, https://archive.vn/IkqZS, https://archive.vn/Mu42E",Uncategorized,3
53,54314,Mediterranean,2020-10-25,2020,Oct,3,11,14,10,1,9,1,Presumed drowning,"Unspecified location off the coast of Libya - Embarkation on 24.10 at 19:00 from Qarqarsh, Tripoli, Libya",IOM Libya,"33.047839965426, 13.177147654112",Central Mediterranean,https://archive.vn/jyxmY,Uncategorized,4
54,54243,Mediterranean,2020-10-25,2020,Oct,1,0,1,3,1,1,1,Presumed hypothermia,"In the Strait of Gibraltar, close to Algeciras, Cadiz, Spain - Remains recovered from a kayak","Europa Press, El Foro de Ceuta","36.086397844657, -5.386881803711",Western Mediterranean,"https://archive.vn/zc3JD, https://archive.vn/sTUg8",Uncategorized,3
55,54254,Middle East,2020-10-24,2020,Oct,1,0,1,1,1,1,1,Unknown,"Evros/meriÃ§ River, at the free zone between Turkey and Greece",Gendarmerie General Command Turkey via IOM Turkey,"41.170395517051, 26.310622162359",Unknown,Unknown,Western Asia,5
56,54242,Sub-Saharan Africa,2020-10-24,2020,Oct,20,121,141,59,1,1,1,Pressumed drowning,"Boat departed from Mbour, Senegal and capsized off the coast of Saint-Louis, on Senegal's northwest coast",IOM Senegal,"15.995670742123, -16.704289844531",Western African,https://archive.vn/1iQLp,Uncategorized,4
57,54241,Mediterranean,2020-10-24,2020,Oct,1,0,1,1,1,1,1,Pressumed drowning,"Remains recovered off the coast of Sarchal Beach, Ceuta, Spain","EFE, El Foro de Ceuta","35.879810700000, -5.334293100000",Western Mediterranean,"https://archive.vn/pcezr, https://archive.vn/Jy4wZ",Uncategorized,3
58,54240,South America,2020-10-23,2020,Oct,1,0,1,1,1,1,1,Heart attack,"In a public square in Socopo, Barinas, Venezuela - On the way to Peru",La Prensa Lara,"8.233031400000, -70.822769700000",Unknown,https://archive.vn/ZGGR0,South America,1
59,54239,US-Mexico Border,2020-10-23,2020,Oct,1,0,1,1,1,1,1,Murdered,"Immediately west of the port of entry in San Ysidro, California, USA",US Border Patrol,"32.543483800000, -117.030279500000",Unknown,https://archive.ph/3FZwQ,Northern America,5
60,54238,South America,2020-10-23,2020,Oct,7,0,7,1,1,7,1,Unknown,"Bodies found in shipping container in Asuncion, Paraguay (originated in Sid, Serbia on 22 July attempting to reach Italy)","Attorney General of the Republic of Paraguay, ONU Paraguay, ABC Color Paraguay","-25.263739900000, -57.575926000000",Unknown,"https://archive.ph/GZkvs, https://archive.ph/I4EwQ, https://archive.ph/NfizC",Uncategorized,5
61,54340,Mediterranean,2020-10-23,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Body washed up Mahadna rocky beach in the municipality of Sidi Lakhdar, 72 km east of Mostaganem state, Algeria","El Khabar, Es-Salam Online","36.243544104315, 0.379367286328",Western Mediterranean,"https://archive.vn/kYh4m, https://archive.vn/MdX91",Uncategorized,3
62,54237,North Africa,2020-10-22,2020,Oct,3,0,3,1,1,1,1,Unknown,"In the valley at the northern entrance to the city of Bani Walid, Libya",ALSALAM Baniwalid Association for Charity,"31.797583100000, 14.053676000000",Unknown,https://archive.vn/Hn5St,Northern Africa,4
63,54236,US-Mexico Border,2020-10-22,2020,Oct,1,0,1,1,1,1,1,Unknown,"At the end of West International Str., half-mile west of the DeConcini Port of Entry, Nogales,  Santa Cruz County, Arizona, USA",Nogales International,"31.336445963492, -110.972879387620",Unknown,https://archive.vn/87r4U,Northern America,1
64,54235,Central America,2020-10-22,2020,Oct,1,0,1,1,1,1,1,Accident,"Former train station San Marcos, Rafael Lara Grajales municipality, Puebla, Mexico","El Popular, HRN Radio","19.224166500000, -97.799999900000",Unknown,"https://archive.vn/VD9lb, https://archive.vn/2JI2E",Central America,3
65,54352,US-Mexico Border,2020-10-22,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Rio Bravo, Matamoros, Tamaulipas, Mexico",Vox Populi Noticias,"25.879635166727, -97.497587758691",Unknown,https://archive.vn/gnzou,Central America,1
66,54234,Mediterranean,2020-10-22,2020,Oct,1,5,5,15,3,1,2,Pressumed drowning,"Boat capsized off the coast of Lampedusa, Italy. Survivors were rescued by fishermen and brought to shore.","IOM, Sara Creta (independent journalist)","35.476196228863, 12.567514116211",Central Mediterranean,"https://archive.ph/Ijr2m, https://archive.vn/IQVNz",Uncategorized,4
67,54221,North Africa,2020-10-21,2020,Oct,1,16,17,9,1,1,1,Unknown,"Boat rescued 400km south-west of the Canary Islands, Spain (with one body on board) - Embarkation from Morocco (somewhere between Boujour and Dakhla) at the beginning of October 2020","RTVC, El Diario, PÃºblico","26.496877732541, -18.200175321875",Western African,"https://archive.ph/HIPYB, https://archive.vn/S1RPv, https://archive.vn/1azwo",Uncategorized,3
68,54227,Mediterranean,2020-10-21,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Body washed ashore at La Ribera Beach, Ceuta, Spain","El Confidencial, El Faro de Ceuta","35.887152100000, -5.316295400000",Western Mediterranean,"https://archive.vn/Jl4Vn, https://archive.vn/4eh02",Uncategorized,3
69,54226,South Asia,2020-10-21,2020,Oct,11,0,11,1,11,1,1,Trampled to death,"In a soccer stadium in Nangarhar Province, Afghanistan (while waiting to get visas to leave the country)",Associated Press,"34.171831300000, 70.621679400000",Unknown,https://archive.ph/pl8Ar,South Asia,1
70,54233,Mediterranean,2020-10-20,2020,Oct,1,20,20,5,1,1,1,Pressumed drowning,"Boat capsized off the coast of Libya, reportedly embarked from Azzawaya Alharsha - Survivors swam ashore to Sabratha",IOM Libya,"32.847290302904, 12.657531966602",Central Mediterranean,Unknown,Uncategorized,4
71,54253,Middle East,2020-10-20,2020,Oct,1,0,1,1,1,1,1,Pressumed drowning,"Evros/MeriÃ§ River,  AlibeykÃ¶y Village, MeriÃ§ District, Turkey",IOM Turkey,"41.211990817150, 26.324805202637",Unknown,https://archive.vn/cNl1n,Western Asia,4
72,54232,Mediterranean,2020-10-20,2020,Oct,1,14,15,10,1,1,1,Pressumed drowning,"Boat capsized off the coast of Libya, reportedly embarked from Azzawaya Alharsha - survivors arrived in Sabratha",IOM Libya,"32.913028433536, 12.689117659961",Central Mediterranean,"https://archive.ph/Ijr2m, https://archive.vn/k2yeT",Uncategorized,4
73,54223,Mediterranean,2020-10-20,2020,Oct,4,0,4,1,1,1,1,Unknown,"Human remains found at Sabratha beach, Libya",IOM Libya,"32.815732492548, 12.452955327539",Central Mediterranean,Unknown,Uncategorized,4
74,54222,US-Mexico Border,2020-10-20,2020,Oct,1,0,1,1,1,1,1,Unknown,"On Warulaw Ranch, Edwards County, Texas, USA",ZÃ³calo,"30.018285880312, -100.201486735410",Unknown,https://archive.vn/qFZMX,Northern America,1
75,54228,North Africa,2020-10-20,2020,Oct,1,0,1,10,1,1,1,Unknown,"Boat arrived to Gran Canaria, Spain with one deceased person on board, presumably embarked in Mauritania.",Helena Maleno,"27.789089280700, -15.451993574414",Western African,https://archive.vn/s0oje,Uncategorized,4
76,54217,Mediterranean,2020-10-19,2020,Oct,1,5,5,1,1,5,1,Thirst and hunger,"They left from Annaba, Algeria on 09.10 and were rescued 8 miles off of Palermo, Sicily, Italy on 19.10. They died while drifting in the Mediterranean","Alarm Phone, Italian Coast Guard","38.529811390616, 13.306737535937",Central Mediterranean,"https://archive.vn/PP0Zm, https://archive.vn/ui5UT",Uncategorized,5
77,54218,US-Mexico Border,2020-10-18,2020,Oct,1,0,1,1,1,1,1,Presumed exposure,"In a hospital in Laredo, Texas, USA - He was intercepted by the US Borded Patrol south of Laredo on 15.10",US Border Patrol,"27.503561300000, -99.507551900000",Unknown,https://archive.ph/NnSyP,Northern America,5
78,54216,Europe,2020-10-18,2020,Oct,1,0,1,1,1,1,1,Drowning,"Body washed up on the beach of Sangatte, Pas-de-Calais, France","The Guardian, Le Figaro","50.946696000000, 1.756665000000",Calais to United Kingdom,"https://archive.vn/Rdv5m, https://archive.vn/mMj1q",Uncategorized,3
79,54342,Mediterranean,2020-10-18,2020,Oct,1,6,7,6,1,1,1,Presumed drowning,"Boat sailed from sailed Coralez Plage, Ain El Turk, Oran to Spain before capsizing miles north of Habibas Island (12 KM off the coast Northwest of Oran, Algeria)","En-Nahar Online, Ù El Bilad","35.723781400000, -1.132303700000",Western Mediterranean,"https://archive.vn/yCSIn, https://archive.vn/daclN",Uncategorized,3
80,54285,Europe,2020-10-18,2020,Oct,1,0,1,1,1,1,1,Unknown,"Ventimiglia, Italy - close to the border with France",Riviera24,"43.791236600000, 7.607586400000",Unknown,"https://archive.vn/ec1d7, https://archive.vn/OSpS7",Southern Europe,1
81,54343,Mediterranean,2020-10-16,2020,Oct,1,12,12,5,1,1,1,Presumed drowning,"Boat capsized near the coast of Beni Haoua, TÃ©nÃ¨s, Chlef Province, Algeria - Boat was lost at sea for 10 days","En-Nahar Online, : Akhbar El Watane ","36.567331628774, 1.270743642578",Western Mediterranean,"https://archive.vn/yzHj2, https://archive.vn/44rWg",Uncategorized,3
82,54249,US-Mexico Border,2020-10-16,2020,Oct,1,0,1,1,1,1,1,Drowning,"Rio Bravo, by the Braulio Fernadez Aguirre Park, AcuÃ±a, Coahuila, Mexico",ZÃ³calo,"29.325990260385, -100.923094572800",Unknown,https://archive.ph/gAga8,Central America,1
83,54215,Horn of Africa,2020-10-15,2020,Oct,13,5,18,34,1,18,1,Drowning,"Bodies washed ashore at Champ de Tir, close to Obock, Djibouti - The migrants were forced out of the boat before it had reached the coast. ",IOM,"11.927127097144, 43.302140010156",Unknown,https://archive.ph/Zm8YW,Uncategorized,4
84,54224,South America,2020-10-14,2020,Oct,4,0,4,1,2,2,1,Accident,"Santa Marta-Barranquilla Highway km 14, near CaÃ±o Clarin, Cienaga Municipality, Magdalena, Colombia.",El Espectador,"11.002351557134, -74.245563343945",Unknown,https://archive.ph/RCKfE,South America,1
85,54220,Mediterranean,2020-10-12,2020,Oct,1,0,1,1,1,1,1,Presumed drowning,"Bodies washed ashore at Basis Shore, Libya",IOM Libya,"32.826361162606, 13.471006781250",Central Mediterranean,Unknown,Uncategorized,4
86,54204,Central America,2020-10-11,2020,Oct,1,0,1,1,1,1,1,Injuries from violent attack,"Venezuela Ranch in Tapachula, Chiapas, Mexico","STN Honduras, El Heraldo","14.905559900000, -92.263420600000",Unknown,"https://archive.ph/Z6ZZW, https://archive.vn/vP3cJ",Central America,1
87,54203,Middle East,2020-10-11,2020,Oct,1,0,1,1,1,1,1,Drowning,"Evros/MeriÃ§ River, Ipsala District - Yenikarpuzlu Village Area / Vasili Area (Infantry Zone), Turkey",Gendarmerie General Command Turkey via IOM Turkey,"40.882920016016, 26.250896333008",Unknown,Unknown,Western Asia,5
88,54201,Mediterranean,2020-10-11,2020,Oct,17,6,23,7,8,1,3,Presumed drowning,"Unspecified location off the coast of the city of Sfax, Tunisia","IOM Tunisia, Alarm Phone, Reuters, Le Monde","34.631415066442, 10.858896553125",Central Mediterranean,"https://archive.vn/ssFRJ, https://archive.vn/9kSWn, https://archive.vn/ws5HC, https://archive.ph/aZTmf",Uncategorized,4
89,54341,Mediterranean,2020-10-10,2020,Oct,1,2,3,5,1,1,1,Presumed drowning,"Boat set to sail on 9 Oct to Spain from Paradis Plage, Ain El Turk, Oran before crashing into rocks and capsizing by Habibas Island (12 KM off the coast Northwest of Oran, Algeria)","En-Nahar Online, Akhbar El Watane, La Nation Arabe","35.723781400000, -1.132303700000",Western Mediterranean,"https://archive.vn/j3n1L, https://archive.vn/qaSii, https://archive.vn/6uMSK",Uncategorized,3
90,54219,Mediterranean,2020-10-09,2020,Oct,2,0,2,1,1,2,1,Presumed drowinig,"Bodies washed ashore at Khumes Shore, Libya",IOM Libya,"32.752474455616, 13.822569281250",Central Mediterranean,Unknown,Uncategorized,4
91,54191,Central America,2020-10-09,2020,Oct,1,0,1,1,1,1,1,Unknown,"At the Honduras-Guatemala border, close to Corinto, Honduras","Diario La Tribuna, Tu nota","15.585405300000, -88.370066200000",Unknown,"https://archive.vn/BgTuH, https://archive.vn/jOBUa",Central America,3
